Contexto,Pergunta,Resposta,source_file,stringFilter,isAlign,isEnv,isSocial,isGovernance,isGeneral,Comentários
"WCS also supported the provision of food and transport of community members to local markets in the absence of any other transportation, providing an alternative to bushmeat consumption, which saw a fourfold increase during lockdown.",What role did transportation play in addressing bushmeat reliance?,"Transportation provided by WCS enabled community members to access local markets, offering a viable alternative to bushmeat consumption.",ESGBERT/social_data,none,1,0,1,1,0,"O par não me parece muito bom, pois a pergunta não está específica o suficiente para chegar a resposta exigida com facilidade."
"We have all seen the visible impacts of climate change before our eyes, such as more extreme weather and natural disasters, chronic drought and economic instability,” says Eddy Silva, TNC’s climate adaptation program manager in the Caribbean.",What region is Eddy Silva associated with in his role at TNC?,Eddy Silva is associated with the Caribbean region in his role at TNC.,ESGBERT/environment_data,none,1,0,1,1,0,O par não parece ser muito útil para o conjunto
"in supply chain, corporate stores and headquarters where data was available, approximately 37%, or 5,914 tons, was diverted to recycling from disposal.",What percentage of waste was diverted to recycling from disposal in corporate stores and headquarters in the supply chain?,Approximately 37% of the waste was diverted to recycling from disposal in corporate stores and headquarters.,ESGBERT/governance_data,none,1,1,0,1,0,A pergunta é bastante dependente do contexto
"If well-managed, this region can serve as a sanctuary for threatened biodiversity while providing high yields of foods central to the region’s unique cultural heritage.",How can this region contribute to both biodiversity conservation and food security?,"If well-managed, the region can serve as a sanctuary for threatened biodiversity while providing high yields of foods central to the region’s unique cultural heritage.",ESGBERT/environment_data,none,1,1,0,0,0,A pergunta é bastante dependente do contexto
We are rebuilding abundant oceans by winning science-based policies in countries that control nearly one-third of the world’s wild fish catch.,How does the organization aim to achieve ocean restoration?,The organization aims to achieve ocean restoration by advocating for and winning science-based policies in key fishing nations.,ESGBERT/governance_data,none,1,0,0,1,0,A pergunta é bastante dependente do contexto
Flexible work WRI approved a new framework prioritizing the creation of working conditions that maximize our impact while emphasizing productivity in an equitable way.,How does the new framework aim to ensure fairness in the workplace?,"By emphasizing productivity in an equitable way, the framework seeks to ensure fairness in the workplace.",ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
"On what she thought was going to be the worst day of her life, Queen went to Essex Community College to drop the remaining five classes she needed to graduate.",How many classes did Queen need to drop in order to graduate?,Queen needed to drop five classes.,ESGBERT/social_data,none,1,0,0,0,0,Nem entendi como se relaciona ao contexto ESG.
"As these gases have built up in the atmosphere, they have essentially wrapped an extra blanket around the planet, causing it to warm.",What analogy is used to explain the impact of increased atmospheric gases on the planet?,The impact of increased atmospheric gases is explained using the analogy of an extra blanket wrapped around the planet.,ESGBERT/environment_data,none,1,1,0,0,1,"Interessantemente a pergunta é geral, porém ela tem multiplas respostas, o que gera inconsistência. Uma analogia bem comum é de uma estufa, ela é bem usada no ensino."
"Our attorneys defended the historic veto of the massive Spruce No. Mine, turning the tide against the devastating practice of mountaintop removal in Appalachia.",What legal action did the attorneys take to protect Appalachia from environmental harm?,The attorneys defended the historic veto of the massive Spruce No. Mine.,ESGBERT/governance_data,none,1,0,0,1,0,A pergunta é bastante dependente do contexto
"By building on our roots, I’m confident that we will continue to bring these values to life, and I am proud to lead this work.",What does the leader express confidence in continuing to do?,The leader expresses confidence in continuing to bring values to life.,ESGBERT/governance_data,none,1,0,0,1,0,A pergunta é bastante dependente do contexto
"The information included in, and any issues identified as material for purposes of, this document may not be considered material for Securities and Exchange Commission (“SEC”) reporting purposes.",What is the relationship between material issues identified in this document and the SEC's materiality standards?,Material issues identified in this document may not be considered material for SEC reporting purposes.,ESGBERT/governance_data,none,1,0,0,1,0,Mesmo com o contexto a pergunta é bastante confusa.
We encourage suppliers and factory workers to communicate concerns via processes outlined in our corporate Code of Conduct.,What role does the corporate Code of Conduct play in addressing workplace concerns?,The corporate Code of Conduct outlines the processes that suppliers and factory workers can follow to communicate their concerns.,ESGBERT/governance_data,none,1,0,1,1,0,A pergunta é bastante dependente do contexto
WRI’s Energy Access Explorer provides an unvarnished look at where energy options are available in underserved areas.,What initiative provides insights into energy availability in underserved areas?,WRI’s Energy Access Explorer.,ESGBERT/environment_data,none,1,1,0,0,0,Pergunta parece meio dificil de se responder corretamente.
"Right now, our nation has a window of opportunity in which we can deepen and expand protections of civil liberties and civil rights.",What does the current moment suggest about the potential for governance reform in the area of civil liberties?,The current moment suggests that there is potential to strengthen governance through expanded protections for civil liberties.,ESGBERT/governance_data,none,1,0,0,1,0,Pergunta bem confusa.
"Employee Health & Safety ( (2) Fatality rate Number 1 employee; 0 contractors (FY 2019) 2 employees; 0 contractors (FY 2020) (3) Near miss frequency rate (NMFR) Rate Trinity recognizes the importance of reviewing all work-related environmental, health and safety incidents, including near misses.",What was the trend in the number of employee fatalities from FY 2019 to FY 2020?,The number of employee fatalities increased from 1 in FY 2019 to 2 in FY 2020.,ESGBERT/social_data,none,1,0,1,0,0,"A pergunta é meio estranha, mas o principal ponto mesmo é que ela é muito especifica."
the most comprehensive piece of legislation on plastic pollution to date.,What type of legislation is being described as the most comprehensive to date?,Legislation on plastic pollution.,ESGBERT/environment_data,none,1,1,0,0,1,"A pergunta pode ter várias respostas diferentes, na minha visão"
"Over the next five years, we seek to further improve forest management in the Congo Nile Divide and deliver additional nature-based benefits to nearly 1.4 million people.",How many people is the initiative aiming to provide nature-based benefits to over the next five years?,The initiative aims to provide nature-based benefits to nearly 1.4 million people over the next five years.,ESGBERT/environment_data,none,1,1,0,1,0,A pergunta é bastante dependente do contexto
Management announced it would reverse course on a decision (finalized the October before) to conduct risky sterilization surgeries on wild horses in Utah.,What change in stance did Management announce regarding the sterilization surgeries?,Management announced it would reverse course on the decision to conduct risky sterilization surgeries on wild horses in Utah.,ESGBERT/governance_data,none,1,1,0,1,0,"Acho que a pergunta ficou confusa, porque não dá para saber direito qual ""Management"" está sendo referido."
"Right now, our nation has a window of opportunity in which we can deepen and expand protections of civil liberties and civil rights.",What aspect of the Social pillar of ESG does the opportunity refer to?,"The opportunity refers to civil liberties and civil rights, which are key components of social equity and inclusion.",ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
"Ted Danson To most, Danson is known for TV and movie acting roles, but for those in the conservation movement, he is much more famous for his work as a passionate ocean advocate and Oceana spokesman.",How is Ted Danson connected to environmental advocacy beyond entertainment?,"Beyond his career in entertainment, Ted Danson is actively involved in the conservation movement, particularly through his work promoting ocean health.",ESGBERT/environment_data,none,1,1,0,1,0,"Pergunta não parece ser tão útil assim, pois só fala sobre uma pessoa em específico."
"The national government subsequently began working toward an animal welfare law that would ban import of cetaceans for display, tourist encounters with cetaceans (such as swim-with-dolphin programs), and cetacean displays in any new facilities.",Which government entity is taking action to introduce this new animal welfare law?,The national government is taking action to introduce this new animal welfare law.,ESGBERT/environment_data,none,1,1,0,1,0,A pergunta é bastante dependente do contexto
"The bill provides significant funding for + programs to provide shelter to survivors of domestic violence and their companion animals, + conservation efforts on behalf of critically endangered North Atlantic right whales, + efforts to combat wildlife trafficking and dangerous wildlife practices that threaten global public health, and + Horse Protection Act enforcement.",What role does the bill play in supporting vulnerable animals?,"The bill plays a role in supporting vulnerable animals by funding conservation efforts for critically endangered North Atlantic right whales, combating wildlife trafficking, and enforcing protections for horses.",ESGBERT/environment_data,none,1,1,0,0,0,A pergunta é bastante dependente do contexto
In the US: We are urging the Administration and Congress to strengthen global health security by preventing the root causes of zoonotic-origin pandemics.,Which entities in the US are being urged to take action on global health security?,The Administration and Congress in the US are being urged to take action.,ESGBERT/social_data,none,1,0,1,1,0,Pergunta depende muito do momento em que é feita e do contexto
"On International Fishermen’s Day last June, artisanal fishers in the Brazilian state of Rio Grande do Sul shared an Oceana image on social media urging the Supreme Court (STF) to defend a bottom trawling ban that Oceana successfully advocated for in 2018.",What environmental protection was achieved in 2018 that the fishers are now advocating to maintain?,"In 2018, Oceana successfully advocated for a bottom trawling ban, which the fishers are now seeking to preserve.",ESGBERT/social_data,none,1,1,0,0,0,Pergunta bem específica e depende muito do momento que é perguntada.
We are looking at future opportunities to expand our involvement with external initiatives and organizations as we continue to develop our ESG program.,What indicates the entity's current stage of ESG program development?,"The entity is in a phase of continued development of its ESG program, as it is looking ahead to future opportunities for expanded involvement",ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
"Preserve the Rainforests Tropical forests are one of our best natural solutions against the climate crisis, but big corporations continue to profit from their destruction.",How are tropical forests described in relation to the climate crisis?,Tropical forests are described as one of our best natural solutions against the climate crisis.,ESGBERT/governance_data,none,1,1,0,1,0,A resposta depende do contexto.
"Mariana Oliviera supports WRI Brasil’s Forests, Land Use and Agriculture program.",Which organization does Mariana Oliviera provide support to?,She provides support to WRI Brasil.,ESGBERT/environment_data,none,1,0,0,0,0,O par não parece ter tanta relação com o contexto ESG
We conduct an annual compliance and ethics campaign to provide training and promote awareness and engagement.,What is the primary objective of the compliance and ethics campaign?,The primary objective is to promote awareness and engagement through training on compliance and ethics.,ESGBERT/governance_data,none,1,0,0,1,0,A resposta depende do contexto.
"Over the last two years, a clear consensus has emerged: Securing the health of Earth’s climate, ecosystems and biodiversity is essential to the survival of all people.",How long has it taken for the consensus on the importance of Earth’s health to emerge?,The consensus has emerged over the last two years.,ESGBERT/social_data,none,1,0,0,1,0,A resposta é meio dependente do momento que a pergunta é feita.
"The magazine?s work has been recognized by awards from the Society of Environmental Journalists, the San Francisco Press Club, and the John Burroughs Association.",Which organizations have acknowledged the magazine’s work through awards?,"The Society of Environmental Journalists, the San Francisco Press Club, and the John Burroughs Association have acknowledged the magazine’s work through awards.",ESGBERT/social_data,none,1,0,0,0,0,A pergunta é bastante dependente do contexto
"Global Programs Management and General $153,354,765 Zoos and Aquarium (incl.",Which ESG-related area is associated with the Global Programs Management and General funding mentioned?,The funding is associated with Zoos and Aquariums.,ESGBERT/governance_data,none,1,0,0,1,0,Contexto muito estranho.
"We also train volunteer ambassadors, organize Bat Walks, and annually coordinate a chockfull week of bat-promoting events.",What kind of educational or engagement activities are organized to promote bats?,"Volunteer ambassadors are trained, Bat Walks are organized, and a week of bat-promoting events is coordinated annually.",ESGBERT/social_data,none,1,1,1,0,0,A resposta depende do contexto.
"Because snow leopards are so elusive, we set up across 5,000+ square kilometers—creating the highest altitude camera trap network in the world .",What makes the snow leopard monitoring effort unique in its approach?,It involves creating the highest altitude camera trap network in the world.,ESGBERT/environment_data,none,1,1,0,0,0,A resposta depende do contexto.
"In response, The Nature Conservancy teamed up with LALA Group, the region’s largest dairy company, to make farms more sustainable by providing farmers with technical and financial assistance to transform typical small-plot grass pastures with plantings of diverse shrubs and trees.",What kind of support is being provided to farmers to achieve sustainability?,Farmers are receiving technical and financial assistance to transform their pastures.,ESGBERT/environment_data,none,1,1,0,0,0,"A pergunta não dá contexto suficiene para responder ela de forma objetiva, sendo dependente do contexto."
"As we begin another year of this pivotal decade for nature, the conservation community must build a bigger tent.","Why is it important for the conservation community to \""build a bigger tent\"" in this pivotal decade for nature?","It is important to build a bigger tent to include a broader range of stakeholders and perspectives, which can strengthen collective efforts to address critical environmental challenges.",ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
The advocacy effort was led by the Disability and Aging Collaborative—a coalition NCOA formed and co-chairs.,What organization formed and co-chairs the coalition that led the advocacy effort?,The National Council on Aging (NCOA) formed and co-chairs the coalition that led the advocacy effort.,ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
"As a De Beers sightholder, we ensure compliance with international human rights standards derived from compliance with the De Beers Best Practice Principles.",How does the role of being a De Beers sightholder contribute to the entity’s ESG performance?,Being a De Beers sightholder contributes to the entity’s ESG performance by ensuring compliance with international human rights standards.,ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
"In states such as Idaho, Louisiana, and Tennessee, we’ve opposed state lawmakers’ attempts to ban educators in public schools and universities from even discussing supposedly “divisive concepts” such as critical race theory, which explores how systemic racism is deeply ingrained in American institutions, as well as gender equality and LGBTQ rights.","Which rights and concepts have been targeted by the legislation in Idaho, Louisiana, and Tennessee?","The legislation in Idaho, Louisiana, and Tennessee has targeted discussions on critical race theory, gender equality, and LGBTQ rights, labeling them as \""divisive concepts.\""",ESGBERT/social_data,none,1,0,1,1,0,A pergunta é bastante dependente do contexto
"The mix offers shade, restores water sources, locks in soil nutrients, supports biodiversity and ensures a longer grazing season.",In what way does the mix support biodiversity in the environment?,"The mix supports biodiversity by providing a habitat and resources that sustain a variety of species, thus contributing to a more diverse and resilient ecosystem.",ESGBERT/environment_data,none,1,1,0,0,0,A pergunta é bastante dependente do contexto
"Davis is the founder of Fundación Punta de Lobos, a non-profit organization aiming to protect and preserve the Chilean coastline and its ecosystems.",What role does Davis play in environmental conservation in Chile?,Davis plays a role as a founder and leader in environmental conservation in Chile through his work with Fundación Punta de Lobos.,ESGBERT/environment_data,none,1,1,0,0,0,Perguntas sobre uma pessoa em específico não me parecem tão úteis para o dataset.
"The Conservancy is also helping governments create similar permanent legal and community-led protections for rivers, lakes and wetlands.",What role does the Conservancy play in protecting water ecosystems?,"The Conservancy helps governments create permanent legal and community-led protections for rivers, lakes, and wetlands.",ESGBERT/social_data,none,1,0,1,0,0,A pergunta é bastante dependente do contexto
"He specializes in bioeconomics, marine ecosystem valuation, and the analysis of global issues such as fisheries subsidies, illegal fishing, climate change, and oil spills.",How might marine ecosystem valuation contribute to addressing the impacts of climate change?,"Marine ecosystem valuation can help quantify the environmental and economic benefits of healthy marine ecosystems, guiding policies and interventions aimed at mitigating the impacts of climate change.",ESGBERT/environment_data,none,1,1,0,0,0,"O problema é que o contexto dado está realmente muito estranho, se não fosse por isso, estaria no bom."
We also provide quarterly updates to our Nominating and Corporate Governance Committee regarding our ESG engagement.,How frequently is ESG engagement progress reported to the Nominating and Corporate Governance Committee?,Quarterly.,ESGBERT/governance_data,none,1,0,0,1,0,Contexto está meio estranho e a pergunta em si pode não ser tão boa.
"ISSUE SUMMARY Earthjustice and community groups reached a landmark settlement with the developer of a massive warehouse to invest $vehicles and equipment, rooftop solar, and other solutions that will electrify the facility and reduce harms to local air quality, wildlife, and the climate.",What are the primary environmental benefits expected from the electrification of the warehouse facility?,"The primary environmental benefits include reduced harms to local air quality, wildlife, and the climate.",ESGBERT/governance_data,none,1,1,0,1,0,A pergunta é bastante dependente do contexto
"Now a full-time WCS Youth Development Coordinator, Olivia inspires her fellow Bronx youth to become involved in conservation, and helps shape WCS’s educational programming.",How does Olivia contribute to promoting conservation among youth in the Bronx?,Olivia inspires her fellow Bronx youth to become involved in conservation and helps shape the Wildlife Conservation Society’s (WCS) educational programming.,ESGBERT/environment_data,none,1,1,0,0,0,Perguntas sobre uma pessoa em específico não me parecem tão úteis para o dataset.
Our new Public Policy program will focus on organizing and empowering a national alliance of local and state-level animal advocacy groups and uniting them around legislative agendas that include animals raised for food.,How does the Public Policy program aim to advance animal advocacy through governance?,The Public Policy program aims to organize and empower a national alliance of local and state-level animal advocacy groups to unite around legislative agendas that include animals raised for food.,ESGBERT/governance_data,none,1,0,0,1,0,A pergunta é bastante dependente do contexto
"By playing the “best friend” to a protagonist, these theatrical thespians achieved several goals, which include, but are not limited to enriching the lead actors’ vulnerabilities, extracting the characters’ authentic selves, bringing some comic relief and ultimately highlighting the importance of the human-animal bond.",What is one way these thespians support the emotional depth of the lead characters?,One way these thespians support the emotional depth of the lead characters is by enriching their vulnerabilities and extracting their authentic selves.,ESGBERT/social_data,none,1,0,0,0,0,A pergunta é bastante dependente do contexto e não faz muito sentido com o contexto ESG
"We focused our efforts and resources on accelerating our conservation plans, enabled by leading-edge financial, information technology, and investment management tools and strategies.",What is the primary goal of the financial and investment management strategies mentioned?,The primary goal is to accelerate conservation plans.,ESGBERT/governance_data,none,1,0,0,1,0,A pergunta é bastante dependente do contexto
"While agreements emerging from negotiations to decarbonize the global economy and accelerate the clean-energy transition ultimately fell short, nations did agree on major initiatives to rein in methane emissions, halt deforestation and make new climate finance pledges.",What specific environmental initiatives did nations agree on to address climate change?,"Nations agreed on major initiatives to rein in methane emissions, halt deforestation, and make new climate finance pledges.",ESGBERT/environment_data,none,1,1,0,1,0,"Problema que a pergunta não é tão especifica, então dependendo do momento que é perguntado, pode ser que a resposta seja diferente."
We have been at the vanguard of conservation since mission to save the earth’s wildlife and wild places through a unique mix of zoo- and field-based work.,What approach has been central to the organization's conservation efforts?,A unique mix of zoo- and field-based work has been central to the organization's conservation efforts.,ESGBERT/environment_data,none,1,1,0,0,0,A pergunta é bastante dependente do contexto
"Two Years, Zero Poaching We are taking our successful co-management approach and applying it to other key elephant landscapes, most notably in Mozambique’s Niassa National Reserve, which contains the country’s largest population of elephants.",In which region is the co-management approach being applied to protect elephant populations?,The co-management approach is being applied in Mozambique’s Niassa National Reserve.,ESGBERT/governance_data,none,1,1,0,1,0,A pergunta é bastante dependente do contexto
Supporting them is the right thing to do for our communities and our company.,Why is supporting communities considered important for the company?,Supporting communities is considered important for the company because it is the right thing to do and aligns with both community and corporate interests.,ESGBERT/governance_data,none,1,0,1,1,0,A pergunta é bastante dependente do contexto
"and contain most of its remaining wildlands 28% Invited by the Tribal leaders who led the efforts to create and restore Bears Ears, The Wilderness Society’s President Jamie Williams (2nd from right, back row) attended the signing ceremony on October 8, 2021.",What percentage of wildlands does Bears Ears contain?,Bears Ears contains 28% of the region’s remaining wildlands.,ESGBERT/social_data,none,1,1,0,0,0,"Pergunta não parece tão útil, além de ser muito especifica."
The project has succeeded in blocking numerous permits and has brought international attention to the issue through widespread media coverage.,How has the project increased awareness about the issue on a global scale?,The project has brought international attention to the issue through widespread media coverage.,ESGBERT/governance_data,none,1,0,0,1,0,Pergunta depende do contexto.
"On behalf of our entire team at Trinity, we are incredibly proud of our people and culture, our strong track record of operational excellence and risk management, and our collective role as stewards of the environment.",What areas of governance and performance does Trinity emphasize in its statement?,"Trinity emphasizes its people and culture, operational excellence, risk management, and environmental stewardship.",ESGBERT/governance_data,none,1,0,0,1,0,Pergunta depende do contexto.
The changes will be reflected in the edition of the code.,How is the implementation of changes being ensured?,The implementation of changes is being ensured by reflecting them in the edition of the code.,ESGBERT/governance_data,none,1,0,0,1,0,Pergunta depende do contexto.
